Timestamp,Title,URL/DOI (please check DOI by collating DOI at the end of https://doi.org/  ),Provider/Creators,Material Type (see: https://help.oercommons.org/support/solutions/articles/42000046908-material-types for Glossary of terms),Education Level,Abstract,Language,Conditions of Use,Primary User,Subject Areas,FORRT Clusters  | see: https://forrt.org/clusters,"User Tags (separate by comma if more than one; capitalize each word, except for prepositions)"
2020-06-03T19:44:06.983Z,The natural selection of bad science.,https://doi.org/10.1098/rsos.160384,"Smaldino, P. E., & McElreath, R.","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Poor research design and data analysis encourage false-positive findings. Such poor methods persist despite perennial calls for improvement, suggesting that they result from something more than just misunderstanding. The persistence of poor methods results partly from incentives that favour them, leading to the natural selection of bad science. This dynamic requires no conscious strategizing—no deliberate cheating nor loafing—by scientists, only that publication is a principal factor for career advancement. Some normative methods of analysis have almost certainly been selected to further publication instead of discovery. In order to improve the culture of science, a shift must be made away from correcting misunderstandings and towards rewarding understanding. We support this argument with empirical evidence and computational modelling. We first present a 60-year meta-analysis of statistical power in the behavioural sciences and show that power has not improved despite repeated demonstrations of the necessity of increasing power. To demonstrate the logical consequences of structural incentives, we then present a dynamic model of scientific communities in which competing laboratories investigate novel or previously published hypotheses using culturally transmitted research methods. As in the real world, successful labs produce more ‘progeny,’ such that their methods are more often copied and their students are more likely to start labs of their own. Selection for high output leads to poorer methods and increasingly high false discovery rates. We additionally show that replication slows but does not stop the process of methodological deterioration. Improving the quality of research requires change at the institutional level.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T19:45:58.086Z,The Chrysalis Effect: How Ugly Initial Results Metamorphosize Into Beautiful Articles,http://doi.org/10.1177/0149206314527133,"Ernest Hugh O’Boyle, Jr., George Christopher Banks, Erik Gonzalez-Mulé","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"The issue of a published literature not representative of the population of research is most often discussed in terms of entire studies being suppressed. However, alternative sources of publication bias are questionable research practices (QRPs) that entail post hoc alterations of hypotheses to support data or post hoc alterations of data to support hypotheses. Using general strain theory as an explanatory framework, we outline the means, motives, and opportunities for researchers to better their chances of publication independent of rigor and relevance. We then assess the frequency of QRPs in management research by tracking differences between dissertations and their resulting journal publications. Our primary finding is that from dissertation to journal article, the ratio of supported to unsupported hypotheses more than doubled (0.82 to 1.00 versus 1.94 to 1.00). The rise in predictive accuracy resulted from the dropping of statistically nonsignificant hypotheses, the addition of statistically significant hypotheses, the reversing of predicted direction of hypotheses, and alterations to data. We conclude with recommendations to help mitigate the problem of an unrepresentative literature that we label the “Chrysalis Effect.”",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T19:48:03.156Z,Negativity towards negative results: a discussion of the disconnect between scientific worth and scientific culture.,https://doi.org/10.1242/dmm.015123,"Matosin, N., Frank, E., Engel, M., Lum, J. S., & Newell, K. A.","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Science is often romanticised as a flawless system of knowledge building, where scientists work together to systematically find answers. In reality, this is not always the case. Dissemination of results are straightforward when the findings are positive, but what happens when you obtain results that support the null hypothesis, or do not fit with the current scientific thinking? In this Editorial, we discuss the issues surrounding publication bias and the difficulty in communicating negative results. Negative findings are a valuable component of the scientific literature because they force us to critically evaluate and validate our current thinking, and fundamentally move us towards unabridged science.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:03:57.599Z,Comparison of Registered and Published Primary Outcomes in Randomized Controlled Trials,https://doi.org/10.1001/jama.2009.1242,"Sylvain Mathieu, Isabelle Boutron, David Moher, Douglas G Altman, Philippe Ravaud","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Context: As of 2005, the International Committee of Medical Journal Editors required investigators to register their trials prior to participant enrollment as a precondition for publishing the trial's findings in member journals. Objective: To assess the proportion of registered trials with results recently published in journals with high impact factors; to compare the primary outcomes specified in trial registries with those reported in the published articles; and to determine whether primary outcome reporting bias favored significant outcomes. Data sources and study selection: MEDLINE via PubMed was searched for reports of randomized controlled trials (RCTs) in 3 medical areas (cardiology, rheumatology, and gastroenterology) indexed in 2008 in the 10 general medical journals and specialty journals with the highest impact factors. Data extraction: For each included article, we obtained the trial registration information using a standardized data extraction form. Results: Of the 323 included trials, 147 (45.5%) were adequately registered (ie, registered before the end of the trial, with the primary outcome clearly specified). Trial registration was lacking for 89 published reports (27.6%), 45 trials (13.9%) were registered after the completion of the study, 39 (12%) were registered with no or an unclear description of the primary outcome, and 3 (0.9%) were registered after the completion of the study and had an unclear description of the primary outcome. Among articles with trials adequately registered, 31% (46 of 147) showed some evidence of discrepancies between the outcomes registered and the outcomes published. The influence of these discrepancies could be assessed in only half of them and in these statistically significant results were favored in 82.6% (19 of 23). Conclusion: Comparison of the primary outcomes of RCTs registered with their subsequent publication indicated that selective outcome reporting is prevalent.",English,I don't see any of these,Student,"Applied Science, Life Science, Social Science",Preregistration,
2020-06-03T20:06:39.357Z,Underreporting in Psychology Experiments: Evidence from a Study Registry. ,https://doi.org/10.1177/1948550615598377,"Annie Franco , Neil Malhotra , and Gabor Simonovits","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Many scholars have raised concerns about the credibility of empirical findings in psychology, arguing that the proportion of false positives reported in the published literature dramatically exceeds the rate implied by standard significance levels. A major contributor of false positives is the practice of reporting a subset of the potentially relevant statistical analyses pertaining to a research project. This study is the first to provide direct evidence of selective underreporting in psychology experiments. To overcome the problem that the complete experimental design and full set of measured variables are not accessible for most published research, we identify a population of published psychology experiments from a competitive grant program for which questionnaires and data are made publicly available because of an institutional rule. We find that about 40% of studies fail to fully report all experimental conditions and about 70% of studies do not report all outcome variables included in the questionnaire. Reported effect sizes are about twice as large as unreported effect sizes and are about 3 times more likely to be statistically significant.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:08:20.805Z,A vast graveyard of undead theories publication bias and psychological science’s aversion to the null. ,https://doi.org/10.1177/1745691612459059,"Christopher J. Ferguson, Moritz Heene","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Publication bias remains a controversial issue in psychological science. The tendency of psychological science to avoid publishing null results produces a situation that limits the replicability assumption of science, as replication cannot be meaningful without the potential acknowledgment of failed replications. We argue that the field often constructs arguments to block the publication and interpretation of null results and that null results may be further extinguished through questionable researcher practices. Given that science is dependent on the process of falsification, we argue that these problems reduce psychological science’s capability to have a proper mechanism for theory falsification, thus resulting in the promulgation of numerous “undead” theories that are ideologically popular but have little basis in fact.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:11:45.559Z,Data: Sharing Is Caring,https://doi.org/10.1177/2515245918758319,Margaret C. Levenstein and Jared A. Lyle,"Primary Source, Reading",College / Upper Division (Undergraduates),Data sharing promotes scientific progress by permitting replication of prior scientific analyses and by increasing the return on the human and financial investments made in data collection. The costs of data sharing can be reduced through the implementation of best practices in data management across the research life cycle; this article provides specific guidance on these practices. The benefits of data sharing will be reaped when researchers who share their data are rewarded with citations and recognition of the intellectual value inherent in producing new scientific data.,English,I don't see any of these,Student,"Applied Science, Social Science","Reproducible Analyses,Open Data and Materials",
2020-06-03T20:14:19.516Z,Measurement error and the replication crisis. ,http://science.sciencemag.org/content/355/6325/584,"Loken, E., & Gelman, A. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),The assumption that measurement error always reduces effect sizes is false,English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-03T20:16:57.085Z,Meta‐regression approximations to reduce publication selection bias.,https://doi.org/10.1002/jrsm.1095,"TD Stanley, H Doucouliagos","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Publication selection bias is a serious challenge to the integrity of all empirical sciences. We derive meta-regression approximations to reduce this bias. Our approach employs Taylor polynomial approximations tothe conditional mean of a truncated distribution. A quadratic approximation without a linear term, precision-effect estimate with standard error (PEESE), is shown to have the smallest bias and mean squared error in mostcases and to outperform conventional meta-analysis estimators, often by a great deal. Monte Carlo simulationsalso demonstrate how a new hybrid estimator that conditionally combines PEESE and the Egger regressionintercept can provide a practical solution to publication selection bias. PEESE is easily expanded to accom-modate systematic heterogeneity along with complex and differential publication selection bias that is relatedto moderator variables. By p roviding an intuitive reason for these approximations, we can also explain why theEgger regression works so well and when it does not. These meta-regression methods are applied to severalpolicy-relevant areas of research including antidepressant effectiveness, the value of a statistical life, theminimum wage, and nicotine replacement therapy.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:19:21.703Z,False-Positive Citations,https://doi.org/10.1177/1745691617698146,"Joseph P. Simmons, Leif D. Nelson, and Uri Simonsohn","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"We describe why we wrote “False-Positive Psychology,” analyze how it has been cited, and explain why the integrity of experimental psychology hinges on the full disclosure of methods, the sharing of materials and data, and, especially, the preregistration of analyses.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:20:48.282Z,Erroneous analyses of interactions in neuroscience: a problem of significance. ,https://doi.org/10.1038/nn.2886,"Nieuwenhuis, S., Forstmann, B. U., & Wagenmakers, E. J. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"In theory, a comparison of two experimental effects requires a statistical test on their difference. In practice, this comparison is often based on an incorrect procedure involving two separate tests in which researchers conclude that effects differ when one effect is significant (P < 0.05) but the other is not (P > 0.05). We reviewed 513 behavioral, systems and cognitive neuroscience articles in five top-ranking journals (Science, Nature, Nature Neuroscience, Neuron and The Journal of Neuroscience) and found that 78 used the correct procedure and 79 used the incorrect procedure. An additional analysis suggests that incorrect analyses of interactions are even more common in cellular and molecular neuroscience. We discuss scenarios in which the erroneous procedure is particularly beguiling.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-03T20:22:21.975Z,HARKing: Hypothesizing after the results are known. ,https://doi.org/10.1207/s15327957pspr0203_4.,"Kerr, N. L. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"This article considers a practice in scientific communication termed HARKing (Hypothesizing After the Results are Known). HARKing is defined as presenting a post hoc hypothesis (i.e., one based on or informed by one's results) in one's research report as i f it were, in fact, an a priori hypotheses. Several forms of HARKing are identified and survey data are presented that suggests that at least some forms of HARKing are widely practiced and widely seen as inappropriate. I identify several reasons why scientists might HARK. Then I discuss several reasons why scientists ought not to HARK. It is conceded that the question of whether HARKing ' s costs exceed its benefits is a complex one that ought to be addressed through research, open discussion, and debate. To help stimulate such discussion (and for those such as myself who suspect that HARKing's costs do exceed its benefits), I conclude the article with some suggestions for deterring HARKing.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-03T20:23:31.650Z,The Extent and Consequences of P-Hacking in Science. ,http://doi.org/10.1371/journal.pbio.1002106,"Head, M. L., Holman, L., Lanfear, R., Kahn, A. T., & Jennions, M. D. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"A focus on novel, confirmatory, and statistically significant results leads to substantial bias in the scientific literature. One type of bias, known as ""p-hacking,"" occurs when researchers collect or select data or statistical analyses until nonsignificant results become significant. Here, we use text-mining to demonstrate that p-hacking is widespread throughout science. We then illustrate how one can test for p-hacking when performing a meta-analysis and show that, while p-hacking is probably common, its effect seems to be weak relative to the real effect sizes being measured. This result suggests that p-hacking probably does not drastically alter scientific consensuses drawn from meta-analyses.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-03T20:25:13.564Z,On the plurality of (methodological) worlds: estimating the analytic flexibility of fMRI experiments,https://doi.org/10.3389/fnins.2012.00149,"Carp, J.","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"How likely are published findings in the functional neuroimaging literature to be false? According to a recent mathematical model, the potential for false positives increases with the flexibility of analysis methods. Functional MRI (fMRI) experiments can be analyzed using a large number of commonly used tools, with little consensus on how, when, or whether to apply each one. This situation may lead to substantial variability in analysis outcomes. Thus, the present study sought to estimate the flexibility of neuroimaging analysis by submitting a single event-related fMRI experiment to a large number of unique analysis procedures. Ten analysis steps for which multiple strategies appear in the literature were identified, and two to four strategies were enumerated for each step. Considering all possible combinations of these strategies yielded 6,912 unique analysis pipelines. Activation maps from each pipeline were corrected for multiple comparisons using five thresholding approaches, yielding 34,560 significance maps. While some outcomes were relatively consistent across pipelines, others showed substantial methods-related variability in activation strength, location, and extent. Some analysis decisions contributed to this variability more than others, and different decisions were associated with distinct patterns of variability across the brain. Qualitative outcomes also varied with analysis parameters: many contrasts yielded significant activation under some pipelines but not others. Altogether, these results reveal considerable flexibility in the analysis of fMRI experiments. This observation, when combined with mathematical simulations linking analytic flexibility with elevated false positive rates, suggests that false positive results may be more prevalent than expected in the literature. This risk of inflated false positive rates may be mitigated by constraining the flexibility of analytic choices or by abstaining from selective analysis reporting.",English,I don't see any of these,Student,"Applied Science, Math & Statistics, Social Science","Reproducibility and Replicability Knowledge,Conceptual and Statistical Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:28:07.675Z,Power-up: A reanalysis of ‘power failure’ in neuroscience using mixture modeling.,https://doi.org/10.1523/JNEUROSCI.3592-16.2017,"Camilla L. Nord, Vincent Valton, John Wood and Jonathan P. Roiser","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Recently, evidence for endemically low statistical power has cast neuroscience findings into doubt. If low statistical power plagues neuroscience, then this reduces confidence in the reported effects. However, if statistical power is not uniformly low, then such blanket mistrust might not be warranted. Here, we provide a different perspective on this issue, analyzing data from an influential study reporting a median power of 21% across 49 meta-analyses (Button et al., 2013). We demonstrate, using Gaussian mixture modeling, that the sample of 730 studies included in that analysis comprises several subcomponents so the use of a single summary statistic is insufficient to characterize the nature of the distribution. We find that statistical power is extremely low for studies included in meta-analyses that reported a null result and that it varies substantially across subfields of neuroscience, with particularly low power in candidate gene association studies. Therefore, whereas power in neuroscience remains a critical issue, the notion that studies are systematically underpowered is not the full story: low power is far from a universal problem.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-03T20:29:52.405Z,Sample Size in Psychological Research Over the Past 30 Years,https://doi.org/10.2466/03.11,"Jacob M Marszalek, Carolyn Barber, Julie Kohlhart, Cooper B Holmes","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"The American Psychological Association (APA) Task Force on Statistical Inference was formed in 1996 in response to a growing body of research demonstrating methodological issues that threatened the credibility of psychological research, and made recommendations to address them. One issue was the small, even dramatically inadequate, size of samples used in studies published by leading journals. The present study assessed the progress made since the Task Force's final report in 1999. Sample sizes reported in four leading APA journals in 1955, 1977, 1995, and 2006 were compared using nonparametric statistics, while data from the last two waves were fit to a hierarchical generalized linear growth model for more in-depth analysis. Overall, results indicate that the recommendations for increasing sample sizes have not been integrated in core psychological research, although results slightly vary by field. This and other implications are discussed in the context of current methodological critique and practice.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-03T20:31:44.017Z,The N-Pact Factor: Evaluating the Quality of Empirical Journals with Respect to Sample Size and Statistical Power,https://doi.org/10.1371/journal.pone.0109019,"R. Chris Fraley ,Simine Vazire ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"The authors evaluate the quality of research reported in major journals in social-personality psychology by ranking those journals with respect to their N-pact Factors (NF)—the statistical power of the empirical studies they publish to detect typical effect sizes. Power is a particularly important attribute for evaluating research quality because, relative to studies that have low power, studies that have high power are more likely to (a) to provide accurate estimates of effects, (b) to produce literatures with low false positive rates, and (c) to lead to replicable findings. The authors show that the average sample size in social-personality research is 104 and that the power to detect the typical effect size in the field is approximately 50%. Moreover, they show that there is considerable variation among journals in sample sizes and power of the studies they publish, with some journals consistently publishing higher power studies than others. The authors hope that these rankings will be of use to authors who are choosing where to submit their best work, provide hiring and promotion committees with a superior way of quantifying journal quality, and encourage competition among journals to improve their NF rankings.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-03T20:33:54.957Z,A systematic review of statistical power in software engineering experiments. ,https://doi.org/10.1016/j.infsof.2005.08.009,"Dybå, T., Kampenes, V. B., & Sjøberg, D. I. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Statistical power is an inherent part of empirical studies that employ significance testing and is essential for the planning of studies, for the interpretation of study results, and for the validity of study conclusions. This paper reports a quantitative assessment of the statistical power of empirical software engineering research based on the 103 papers on controlled experiments (of a total of 5,453 papers) published in nine major software engineering journals and three conference proceedings in the decade 1993–2002. The results show that the statistical power of software engineering experiments falls substantially below accepted norms as well as the levels found in the related discipline of information systems research. Given this study’s findings, additional attention must be directed to the adequacy of sample sizes and research designs to ensure acceptable levels of statistical power. Furthermore, the current reporting of significance tests should be enhanced by also reporting effect sizes and confidence intervals.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-03T20:36:15.353Z,Statistical Power and the Testing of Null Hypotheses: A Review of Contemporary Management Research and Recommendations for Future Studies,https://doi.org/10.1177/1094428104263676,"Luke H. Cashen, Scott W. Geiger","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"The purpose of this study is to determine how well contemporary management research fares on the issue of statistical power with regard to studies specifically predicting null relationships between phenomena of interest. This power assessment differs from traditional power studies because it focuses solely on studies that offered and tested null hypotheses. A sample of studies containing hypothesized null relationships was taken from five mainstream management journals over the 1990 to 1999 time period. Results of the power assessment suggest that management researchers’ abilities to affirm null hypotheses are low. On average, the power assessment revealed that for those studies that found nonsignificance of results and consequently affirmed their null hypotheses, the actual Type II error rate was nearly 15 times greater than what is advocated in the literature when failing to reject a false null hypothesis. Recommendations for researchers proposing and testing formal null hypotheses are also discussed",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-03T20:37:47.649Z,Statistical Power Problems with Moderated Multiple Regression in Management Research ,https://doi.org/10.1177/014920639502100607,Herman Aguinis ,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Due to the increasing importance of moderating (i.e., interaction) effects, the use of moderated multiple regression (MMR) has become pervasive in numerous management specialties such as organizational behavior, human resources management, and strategy, to name a few. Despite its popularity, recent research on the MMR approach to moderator variable detection has identified several factors that reduce statistical power below acceptable levels and, consequently, lead researchers to erroneously dismiss theoretical models that include moderated relationships. The present article (1) briefly describes MMR, (2) reviews factors that affect the statistical power of hypothesis tests conducted using this technique, (3) proposes solutions to low power situations, and (4) discusses areas and problems related to MMR that are in need of further investigation.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
2020-06-03T20:40:01.843Z,WHY SUMMARIES OF RESEARCH ON PSYCHOLOGICAL THEORIES ARE OFTEN UNINTERPRETABLE,https://doi.org/10.2466/pr0.1990.66.1.195,Paul Meehl,"Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Null hypothesis testing of correlational predictions from weak substantive theories in soft psychology is subject to the influence of ten obfuscating factors whose effects are usually (1) sizeable, (2) opposed, (3) variable, and (4) unknown. The net epistemic effect of these ten obfuscating influences is that the usual research literature review is well-nigh uninterpretable. Major changes in graduate education, conduct of research, and editorial policy are proposed.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:42:54.957Z,Choosing prediction over explanation in psychology: Lessons from machine learning.,http://doi.org/10.1017/CBO9781107415324.004,"Yarkoni, T., & Westfall, J. ","Primary Source, Reading",College / Upper Division (Undergraduates),"Psychology has historically been concerned, first and foremost, with explaining the causal mechanisms that give rise to behavior. Randomized, tightly controlled experiments are enshrined as the gold standard of psychological research, and there are endless investigations of the various mediating and moderating variables that govern various behaviors. We argue that psychology’s near-total focus on explaining the causes of behavior has led much of the field to be populated by research programs that provide intricate theories of psychological mechanism but that have little (or unknown) ability to predict future behaviors with any appreciable accuracy. We propose that principles and techniques from the field of machine learning can help psychology become a more predictive science. We review some of the fundamental concepts and tools of machine learning and point out examples where these concepts have been used to conduct interesting and important psychological research that focuses on predictive research questions. We suggest that an increased focus on prediction, rather than explanation, can ultimately lead us to greater understanding of behavior.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:44:44.076Z,"Many hands make tight work: Crowdsourcing research can balance discussions, validate findings and better inform policy",https://doi.org/10.1038/526189a,"Silberzahn, R., & Uhlmann, E.L. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Crowdsourcing research can balance discussions, validate findings and better inform policy, say Raphael Silberzahn and Eric L. Uhlmann.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:46:54.231Z,The pipeline project: Pre-publication independent replications of a single laboratory's research pipeline,https://doi.org/10.1016/j.jesp.2015.10.001,Martin Schweinsberg et al.,"Primary Source, Reading",College / Upper Division (Undergraduates),"This crowdsourced project introduces a collaborative approach to improving the reproducibility of scientific research, in which findings are replicated in qualified independent laboratories before (rather than after) they are published. Our goal is to establish a non-adversarial replication process with highly informative final results. To illustrate the Pre-Publication Independent Replication (PPIR) approach, 25 research groups conducted replications of all ten moral judgment effects which the last author and his collaborators had “in the pipeline” as of August 2014. Six findings replicated according to all replication criteria, one finding replicated but with a significantly smaller effect size than the original, one finding replicated consistently in the original culture but not outside of it, and two findings failed to find support. In total, 40% of the original findings failed at least one major replication criterion. Potential ways to implement and incentivize pre-publication independent replication on a large scale are discussed.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:48:47.976Z,A manifesto for reproducible science,https://doi.org/10.0138/s41562-016-0021.,"Munafo, M. R., et al. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Improving the reliability and efficiency of scientific research will increase the credibility of the published scientific literature and accelerate discovery. Here we argue for the adoption of measures to optimize key elements of the scientific process: methods, reporting and dissemination, reproducibility, evaluation and incentives. There is some evidence from both simulations and empirical studies supporting the likely effectiveness of these measures, but their broad adoption by researchers, institutions, funders and journals will require iterative evaluation and improvement. We discuss the goals of these measures, and how they can be implemented, in the hope that this will facilitate action toward improving the transparency, reproducibility and efficiency of scientific research.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:50:36.149Z,Let's Publish Fewer Papers,https://doi.org/10.1080/1047840X.2012.705245,"Leif D. Nelson , Joseph P. Simmons & Uri Simonsohn ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),A paper about publishing few papers,English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:52:02.806Z,Scientific utopia II. Restructuring incentives and practices to promote truth over publishability.,https://doi.org/10.1177/1745691612459058,"Nosek, B. A., Spies, J. R., & Motyl, M. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"An academic scientist’s professional success depends on publishing. Publishing norms emphasize novel, positive results. As such, disciplinary incentives encourage design, analysis, and reporting decisions that elicit positive results and ignore negative results. Prior reports demonstrate how these incentives inflate the rate of false effects in published science. When incentives favor novelty over replication, false results persist in the literature unchallenged, reducing efficiency in knowledge accumulation. Previous suggestions to address this problem are unlikely to be effective. For example, a journal of negative results publishes otherwise unpublishable reports. This enshrines the low status of the journal and its content. The persistence of false findings can be meliorated with strategies that make the fundamental but abstract accuracy motive—getting it right—competitive with the more tangible and concrete incentive—getting it published. This article develops strategies for improving scientific practices and knowledge accumulation that account for ordinary human motivations and biases",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-03T20:53:58.304Z,Tracking replicability as a method of post-publication open evaluation. ,https://doi.org/10.3389/fncom.2012.00008,"Hartshorne, J. K., & Schachner, A. ","Primary Source, Reading, Paper",College / Upper Division (Undergraduates),"Recent reports have suggested that many published results are unreliable. To increase the reliability and accuracy of published papers, multiple changes have been proposed, such as changes in statistical methods. We support such reforms. However, we believe that the incentive structure of scientific publishing must change for such reforms to be successful. Under the current system, the quality of individual scientists is judged on the basis of their number of publications and citations, with journals similarly judged via numbers of citations. Neither of these measures takes into account the replicability of the published findings, as false or controversial results are often particularly widely cited. We propose tracking replications as a means of post-publication evaluation, both to help researchers identify reliable findings and to incentivize the publication of reliable results. Tracking replications requires a database linking published studies that replicate one another. As any such database is limited by the number of replication attempts published, we propose establishing an open-access journal dedicated to publishing replication attempts. Data quality of both the database and the affiliated journal would be ensured through a combination of crowd-sourcing and peer review. As reports in the database are aggregated, ultimately it will be possible to calculate replicability scores, which may be used alongside citation counts to evaluate the quality of work published in individual journals. In this paper, we lay out a detailed description of how this system could be implemented, including mechanisms for compiling the information, ensuring data quality, and incentivizing the research community to participate.",English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Reproducibility Crisis and Credibility Revolution,Open Science"
2020-06-04T18:56:25.621Z,Too true to be bad: When sets of studies with significant and nonsignificant findings are probably true,https://doi.org/10.1177/1948550617693058,"Lakens, D., & Etz, A. J.","Primary Source, Reading",College / Upper Division (Undergraduates),"Psychology journals rarely publish nonsignificant results. At the same time, it is often very unlikely (or “too good to be true”) that a set of studies yields exclusively significant results. Here, we use likelihood ratios to explain when sets of studies that contain a mix of significant and nonsignificant results are likely to be true or “too true to be bad.” As we show, mixed results are not only likely to be observed in lines of research but also, when observed, often provide evidence for the alternative hypothesis, given reasonable levels of statistical power and an adequately controlled low Type 1 error rate. Researchers should feel comfortable submitting such lines of research with an internal meta-analysis for publication. A better understanding of probabilities, accompanied by more realistic expectations of what real sets of studies look like, might be an important step in mitigating publication bias in the scientific literature.",English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,
